taxonKey,kingdom,phylum,class,order,family,genus,species
5398839,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Mikania,Mikania hookeriana
11040029,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Cipuropsis,Cipuropsis singularis
2874550,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Melothria,Melothria pendula
5379894,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Sapium,Sapium rigidifolium
3035117,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Dendropanax,Dendropanax alaris
7604156,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Blakea,Blakea anomala
3869330,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia confertiflora
3186154,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Pimenta,Pimenta guatemalensis
3695801,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Ochnaceae,Cespedesia,Cespedesia spathulata
8381107,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Huntleya,Huntleya burtii
5318506,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,Maxillaria reichenheimiana
5318068,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,Maxillaria umbratilis
6316073,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Vanilla,Vanilla dressleri
2926388,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plocospermataceae,Plocosperma,Plocosperma buxifolium
3747038,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Adiantum,Adiantum urophyllum
2896484,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Gonzalagunia,Gonzalagunia stenostachya
7579870,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,Palicourea deflexa
3171787,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Scoparia,Scoparia dulcis
5380343,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Ditaxis,Ditaxis guatemalensis
3188469,Plantae,Tracheophyta,Magnoliopsida,Malvales,Thymelaeaceae,Daphnopsis,Daphnopsis americana
2732322,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calyptrogyne,Calyptrogyne trichostachys
7562639,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,Stachys costaricensis
4261405,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Pleuranthodendron,Pleuranthodendron lindenii
5590776,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Drymonia,Drymonia multiflora
3685355,Plantae,Tracheophyta,Magnoliopsida,Laurales,Hernandiaceae,Hernandia,Hernandia stenura
3790908,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Celastrus,Celastrus vulcanicola
2787295,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pleurothallis,Pleurothallis bothros
5318229,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,Maxillaria bradeorum
5309481,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Stelis,Stelis alajuelensis
2787614,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pleurothallis,Pleurothallis cardiothallis
2839389,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Elleanthus,Elleanthus tonduzii
3820082,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Rufodorsia,Rufodorsia congestiflora
9358217,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cenostigma,Cenostigma eriostachys
2972923,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Pseudosamanea,Pseudosamanea guachapele
5288335,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Pitcairnia,Pitcairnia calcicola
5541739,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cyrtopodium,Cyrtopodium macrobulbon
4003211,Plantae,Tracheophyta,Magnoliopsida,Santalales,Loranthaceae,Psittacanthus,Psittacanthus ramiflorus
3590874,Plantae,Tracheophyta,Magnoliopsida,Ericales,Pentaphylacaceae,Symplococarpon,Symplococarpon purpusii
2868241,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Monstera,Monstera deliciosa
9636531,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Distimake,Distimake tuberosus
7932191,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Tectariaceae,Tectaria,Tectaria athyrioides
3834280,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Zanthoxylum,Zanthoxylum setulosum
2847135,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Scaphyglottis,Scaphyglottis densa
2734551,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Chamaedorea,Chamaedorea tepejilote
7288743,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Elaphoglossum,Elaphoglossum ciliatum
4044680,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Megalastrum,Megalastrum lunense
2753987,Plantae,Tracheophyta,Liliopsida,Liliales,Alstroemeriaceae,Bomarea,Bomarea obovata
5613621,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Pteris,Pteris navarrensis
8392956,Plantae,Tracheophyta,Magnoliopsida,Ericales,Marcgraviaceae,Ruyschia,Ruyschia valerioi
5318626,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,Maxillaria tonduzii
2699045,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Guzmania,Guzmania scandens
2851120,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,Lepanthes lindleyana
2965010,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Centrosema,Centrosema molle
2847008,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Scaphyglottis,Scaphyglottis amparoana
2851917,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,Lepanthes elata
4088199,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lentibulariaceae,Utricularia,Utricularia jamesoniana
5355033,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Machaerium,Machaerium biovulatum
3126538,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ayapana,Ayapana amygdalina
5570703,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,Ficus hartwegii
4271745,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Indigofera,Indigofera trita
4092806,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Bignonia,Bignonia diversifolia
4092427,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Anemopaegma,Anemopaegma puberulum
2730508,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,Cyperus melanostachyus
2715219,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,Cyperus odoratus
3036528,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Oreopanax,Oreopanax nubigenus
5339536,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Randia,Randia monantha
5357561,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Inga,Inga mortoniana
3834834,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Galipea,Galipea dasysperma
7288738,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Elaphoglossum,Elaphoglossum eximium
4259460,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Heliocarpus,Heliocarpus americanus
5555512,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,Clusia cylindrica
7289279,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Athyriaceae,Diplazium,Diplazium hians
8656803,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,Cyathea nigripes
5321226,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,Epidendrum endresii
2897658,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Rogiera,Rogiera amoena
2699789,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Werauhia,Werauhia haberi
3710534,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,Selaginella oaxacana
4073321,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Quararibea,Quararibea costaricensis
8326180,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Dichorisandra,Dichorisandra hexandra
2650708,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,Asplenium auriculatum
2699061,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Guzmania,Guzmania stenostachya
4042440,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Stigmatopteris,Stigmatopteris contracta
4069459,Plantae,Tracheophyta,Magnoliopsida,Santalales,Viscaceae,Phoradendron,Phoradendron nervosum
7956236,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Ascogrammitis,Ascogrammitis alan-smithii
3613362,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Cunoniaceae,Weinmannia,Weinmannia burserifolia
4011570,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Lomariopsidaceae,Lomariopsis,Lomariopsis maxonii
3838526,Plantae,Tracheophyta,Magnoliopsida,Proteales,Sabiaceae,Meliosma,Meliosma glabrata
5274909,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Cochlidium,Cochlidium serrulatum
5591324,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Drymonia,Drymonia ambonensis
2651586,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Ceratopteris,Ceratopteris thalictroides
7529554,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Pseuderanthemum,Pseuderanthemum cuspidatum
3623402,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cayaponia,Cayaponia macrocalyx
4158476,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Begoniaceae,Begonia,Begonia corredorana
4181592,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Ocotea,Ocotea tonduzii
5399574,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Fleischmannia,Fleischmannia allenii
4011329,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Elaphoglossum,Elaphoglossum caroliae
4171478,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Gaultheria,Gaultheria gracilis
5339421,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Randia,Randia grandifolia
2807892,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Malaxis,Malaxis excavata
2797527,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Sobralia,Sobralia helleri
5828201,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus clandestinus
7293839,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Cissus,Cissus trianae
2999514,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus miser
2989746,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus glaucus
4030205,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Pleopeltis,Pleopeltis fructuosa
4011592,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Elaphoglossum,Elaphoglossum hammelianum
4073996,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Spirotheca,Spirotheca rosea
9618022,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Lomaridium,Lomaridium ensiforme
2925469,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Aegiphila,Aegiphila elata
5339399,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Randia,Randia retroflexa
2677761,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Squamidium,Squamidium livens
10705530,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia tenuifolia
6365645,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Besleria,Besleria triflora
7285556,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Tetrapterys,Tetrapterys discolor
3908297,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lonchocarpus,Lonchocarpus monteviridis
3643119,Plantae,Tracheophyta,Magnoliopsida,Ericales,Symplocaceae,Symplocos,Symplocos austin-smithii
2897216,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Arachnothryx,Arachnothryx brenesii
5386644,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Wedelia,Wedelia iners
5328736,Plantae,Tracheophyta,Liliopsida,Alismatales,Alismataceae,Limnocharis,Limnocharis flava
2981844,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Calliandra,Calliandra coriacea
7521283,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pseudelephantopus,Pseudelephantopus spicatus
2928677,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Evolvulus,Evolvulus filipes
7310648,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,Asplenium harpeodes
4011463,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Elaphoglossum,Elaphoglossum productum
2926810,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Hyptis,Hyptis lantanifolia
3152767,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malachra,Malachra alceifolia
3152556,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus,Hibiscus phoeniceus
5294716,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Reinhardtia,Reinhardtia simplex
3898818,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Hyptis,Hyptis vilis
3169674,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Plumeria,Plumeria rubra
2885232,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Manilkara,Manilkara chicle
3036624,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Oreopanax,Oreopanax capitatus
5938512,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Arthrostemma,Arthrostemma alatum
7264178,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Bravaisia,Bravaisia integerrima
5614587,Plantae,Tracheophyta,Magnoliopsida,Ericales,Marcgraviaceae,Schwartzia,Schwartzia costaricensis
5383980,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Phytolaccaceae,Trichostigma,Trichostigma octandrum
2699064,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Guzmania,Guzmania dissitiflora
5549225,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Maripa,Maripa nicaraguensis
5336711,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Notopleura,Notopleura macrophylla
7760485,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Cissus,Cissus alata
2697954,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Aechmea,Aechmea mexicana
2734479,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Chamaedorea,Chamaedorea scheryi
2774316,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Hagenbachia,Hagenbachia panamensis
9326856,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Damburneya,Damburneya cufodontisii
4016273,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Athyriaceae,Diplazium,Diplazium striatastrum
5318366,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,Maxillaria porrecta
2868221,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Monstera,Monstera dissecta
5318265,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,Maxillaria diuturna
7833237,Plantae,Tracheophyta,Magnoliopsida,Cornales,Hydrangeaceae,Hydrangea,Hydrangea peruviana
8084233,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Ehretiaceae,Ehretia,Ehretia latifolia
10684922,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia monteleagreana
5340027,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Hillia,Hillia maxonii
7330408,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum thesiifolium
2861022,Plantae,Tracheophyta,Liliopsida,Pandanales,Cyclanthaceae,Asplundia,Asplundia microphylla
5683386,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Cavendishia,Cavendishia callista
3865079,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia grandidentata
7269688,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Caricaceae,Jacaratia,Jacaratia spinosa
8260728,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Menispermaceae,Anomospermum,Anomospermum reticulatum
2761614,Plantae,Tracheophyta,Liliopsida,Zingiberales,Marantaceae,Calathea,Calathea brenesii
5601083,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Triolena,Triolena hirsuta
3189951,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Paullinia,Paullinia fuscescens
3766584,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Trophis,Trophis mexicana
2932035,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum wendlandii
2651039,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Elaphoglossum,Elaphoglossum peltatum
3172074,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica polita
5317947,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,Maxillaria paleata
2867838,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Syngonium,Syngonium hoffmannii
5318228,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,Maxillaria foliosa
5590312,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Drymonia,Drymonia warscewicziana
2760639,Plantae,Tracheophyta,Liliopsida,Zingiberales,Heliconiaceae,Heliconia,Heliconia monteverdensis
2848219,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,Masdevallia chasei
2705737,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Oplismenus,Oplismenus hirtellus
10782427,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia subseriata
2930471,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum trizygum
5556453,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,Clusia gracilis
7309883,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Dichapetalaceae,Dichapetalum,Dichapetalum donnell-smithii
8427281,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Bactris,Bactris obovata
4047847,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Radiovittaria,Radiovittaria remota
5567038,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Terpsichore,Terpsichore atroviridis
4024020,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Serpocaulon,Serpocaulon fraxinifolium
3169418,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Myrsine,Myrsine coriacea
5335707,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Augusta,Augusta rivalis
9578551,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Notopleura,Notopleura parasitica
5321043,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,Epidendrum parviexasperatum
4176947,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Ocotea,Ocotea pentagona
3782997,Plantae,Tracheophyta,Magnoliopsida,Laurales,Monimiaceae,Mollinedia,Mollinedia costaricensis
4092456,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Xylophragma,Xylophragma seemanniana
4172177,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Psammisia,Psammisia ramiflora
5590865,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Paradrymonia,Paradrymonia decurrens
2797696,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Isochilus,Isochilus carnosiflorus
10723295,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia secungrandifolia
4187231,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,Peperomia pernambucensis
5576868,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Serjania,Serjania rhombea
3119915,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eleutheranthera,Eleutheranthera ruderalis
2968689,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,Dalbergia glabra
7300733,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Pouzolzia,Pouzolzia guatemalana
3982564,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Stigmaphyllon,Stigmaphyllon tonduzii
7469590,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Cuphea,Cuphea elliptica
2925536,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Petrea,Petrea volubilis
7307960,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Teucrium,Teucrium vesicarium
7289199,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Athyriaceae,Diplazium,Diplazium lindbergii
10990942,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Leuenbergeria,Leuenbergeria lychnidiflora
10693548,Plantae,Tracheophyta,Liliopsida,Alismatales,Alismataceae,Aquarius,Aquarius subulatus
2764202,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Commelina,Commelina diffusa
5591161,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Drymonia,Drymonia coriacea
5683418,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Cavendishia,Cavendishia axillaris
8646011,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,Peperomia distachyos
5353568,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Neptunia,Neptunia plena
5372439,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Gouania,Gouania polygama
5341730,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Jacquemontia,Jacquemontia agrestis
5335315,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Hoffmannia,Hoffmannia nicotianifolia
3865616,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia subcrustulata
3623745,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cayaponia,Cayaponia glandulosa
2874204,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,Passiflora biflora
2928398,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus,Convolvulus nodiflorus
5297318,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Alophia,Alophia silvestris
2808912,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Sacoila,Sacoila lanceolata
6749953,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,Miconia theizans
3086211,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Mirabilis,Mirabilis violacea
2874585,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Echinopepon,Echinopepon wrightii
2968364,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,Dalbergia tilarana
7291324,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Coccoloba,Coccoloba caracasana
3103487,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Liabum,Liabum bourgeaui
7273863,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Colubrina,Colubrina spinosa
3872130,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Cleomaceae,Podandrogyne,Podandrogyne decipiens
5357804,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Inga,Inga barbourii
2891719,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,Oxalis frutescens
11376479,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ctenodon,Ctenodon compactus
2967115,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Desmodium,Desmodium nicaraguense
3171892,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Linderniaceae,Torenia,Torenia crustacea
2931461,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum erianthum
5402134,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Simsia,Simsia foetida
7322182,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Ludwigia,Ludwigia affinis
4118677,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Arthrostylidium,Arthrostylidium merostachyoides
5406697,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Ceiba,Ceiba pentandra
5660941,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Cordiaceae,Cordia,Cordia porcata
8046878,Plantae,Tracheophyta,Magnoliopsida,Santalales,Erythropalaceae,Heisteria,Heisteria macrophylla
3069168,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia tithymaloides
5829696,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Cosmibuena,Cosmibuena valerioi
4177360,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Ocotea,Ocotea austinii
2920385,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Psychotria,Psychotria nervosa
2894890,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Guettarda,Guettarda foliacea
2852098,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,Lepanthes monteverdensis
2864513,Plantae,Tracheophyta,Liliopsida,Alismatales,Alismataceae,Helanthium,Helanthium bolivianum
7364474,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Hebecarpa,Hebecarpa americana
